"id";"imdb_link";"title";"description";"imdb_score";"genre";"imdb_movie_poster"
112760;"http://www.imdb.com/title/tt112760";"Cutthroat Island (1995)";"";5.6;"Action|Adventure|Comedy";"https://images-na.ssl-images-amazon.com/images/M/MV5BMDg2YTI0YmQtYzgwMi00Zjk4LWJkZjgtYjg0ZDE2ODUzY2RlL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_UX182_CR0,0,182,268_AL_.jpg"
112792;"http://www.imdb.com/title/tt112792";"Dangerous Minds (1995)";"";6.4;"Biography|Drama";"https://images-na.ssl-images-amazon.com/images/M/MV5BZjk2YjNkYTYtOTZkNy00ZmRkLWI5ODEtYzA4MTM3MzMyZjhlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
112818;"http://www.imdb.com/title/tt112818";"Dead Man Walking (1995)";"";7.6;"Crime|Drama";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3NzA1MjM2N15BMl5BanBnXkFtZTcwMzY3MTMzNA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
112819;"http://www.imdb.com/title/tt112819";"Dead Presidents (1995)";"";6.8;"Action|Crime|Drama";"https://images-na.ssl-images-amazon.com/images/M/MV5BMzE0NTI0MTM5MV5BMl5BanBnXkFtZTcwMzYwMTYyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
112851;"http://www.imdb.com/title/tt112851";"Desperado (1995)";"";7.2;"Action|Thriller";"https://images-na.ssl-images-amazon.com/images/M/MV5BYjA0NDMyYTgtMDgxOC00NGE0LWJkOTQtNDRjMjEzZmU0ZTQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
112854;"http://www.imdb.com/title/tt112854";"Destiny Turns on the Radio (1995)";"";4.5;"Crime|Comedy|Fantasy";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzMDUwMDA0OF5BMl5BanBnXkFtZTYwNjY4NDg5._V1_UX182_CR0,0,182,268_AL_.jpg"
112857;"http://www.imdb.com/title/tt112857";"Devil in a Blue Dress (1995)";"";6.7;"Crime|Drama|Mystery";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyNTA0ODIzOV5BMl5BanBnXkFtZTcwMzg2ODUxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
112864;"http://www.imdb.com/title/tt112864";"Die Hard with a Vengeance (1995)";"";7.6;"Action|Adventure|Thriller";"https://images-na.ssl-images-amazon.com/images/M/MV5BZjI0ZWFiMmQtMjRlZi00ZmFhLWI4NmYtMjQ5YmY0MzIyMzRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
112883;"http://www.imdb.com/title/tt112883";"Don Juan DeMarco (1994)";"";6.7;"Comedy|Drama|Romance";"https://images-na.ssl-images-amazon.com/images/M/MV5BNzRiMGM2ODgtN2Y1Zi00ODk5LThhOTItOWVkODM0YjAyZTI2XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
112887;"http://www.imdb.com/title/tt112887";"The Doom Generation (1995)";"";5.9;"Action|Comedy|Crime";"https://images-na.ssl-images-amazon.com/images/M/MV5BYjEwZDUyODktOGVmOC00ZjIyLTlmM2YtZDZjY2Y2ZWE4ZjMyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
112896;"http://www.imdb.com/title/tt112896";"Dracula: Dead and Loving It (1995)";"";5.8;"Comedy|Fantasy|Horror";"https://images-na.ssl-images-amazon.com/images/M/MV5BZWQ0ZDFmYzMtZGMyMi00NmYxLWE0MGYtYzM2ZGNhMTE1NTczL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjM5ODMxODc@._V1_UX182_CR0,0,182,268_AL_.jpg"
112899;"http://www.imdb.com/title/tt112899";"Dream Man (1995)";"";4.6;"Thriller";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzMjEwNzk4OV5BMl5BanBnXkFtZTgwNTI4ODk1MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
113028;"http://www.imdb.com/title/tt113028";"Far from Home: The Adventures of Yellow Dog (1995)";"";6.4;"Adventure|Family";"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3MTg2NDU0Ml5BMl5BanBnXkFtZTYwODM0NDk5._V1_UY268_CR3,0,182,268_AL_.jpg"
113041;"http://www.imdb.com/title/tt113041";"Father of the Bride Part II (1995)";"";5.9;"Comedy|Family|Romance";"https://images-na.ssl-images-amazon.com/images/M/MV5BOTEyNzg5NjYtNDU4OS00MWYxLWJhMTItYWU4NTkyNDBmM2Y0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
113044;"http://www.imdb.com/title/tt113044";"Feast of July (1995)";"";6.4;"Crime|Drama|Mystery";"https://images-na.ssl-images-amazon.com/images/M/MV5BODQ5NTcyODQ4Ml5BMl5BanBnXkFtZTcwNjgxNzUyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
113071;"http://www.imdb.com/title/tt113071";"First Knight (1995)";"";5.9;"Action|Adventure|Romance";"https://images-na.ssl-images-amazon.com/images/M/MV5BOGUyZmJmM2MtMDNlZC00ZDU0LWIwODQtNGFmOWJjZjk5ZThhXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
113089;"http://www.imdb.com/title/tt113089";"Fluke (1995)";"";6.7;"Drama|Family|Fantasy";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NDU0NjY2OF5BMl5BanBnXkFtZTYwMjk1Nzk4._V1_UY268_CR2,0,182,268_AL_.jpg"
113097;"http://www.imdb.com/title/tt113097";"Forget Paris (1995)";"";6.4;"Comedy|Romance";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4MjUyOTc2Ml5BMl5BanBnXkFtZTcwNzYzMDcxMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
113101;"http://www.imdb.com/title/tt113101";"Four Rooms (1995)";"";6.7;"Comedy";"https://images-na.ssl-images-amazon.com/images/M/MV5BNDc3Y2YwMjUtYzlkMi00MTljLTg1ZGMtYzUwODljZTI1OTZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
113107;"http://www.imdb.com/title/tt113107";"Frankie Starlight (1995)";"";6.7;"Drama|Romance|War";"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxMzU0MzI0OF5BMl5BanBnXkFtZTcwMjI3MzMyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
113114;"http://www.imdb.com/title/tt113114";"Free Willy 2: The Adventure Home (1995)";"";4.9;"Adventure|Drama|Family";"https://images-na.ssl-images-amazon.com/images/M/MV5BZWY3OWY3MjUtN2E3NS00M2RkLWI5MWUtMmI4MjQ0MjFmZjM2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
113117;"http://www.imdb.com/title/tt113117";"French Kiss (1995)";"";6.5;"Comedy|Drama|Romance";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzMjg5MDQ3M15BMl5BanBnXkFtZTgwOTM5NTE0MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
113125;"http://www.imdb.com/title/tt113125";"From the Journals of Jean Seberg (1995)";"";7.1;"Documentary|Biography";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5ODgzNDE1NV5BMl5BanBnXkFtZTcwMTY4MDMyMQ@@._V1_UY268_CR8,0,182,268_AL_.jpg"
113149;"http://www.imdb.com/title/tt113149";"French Twist (1995)";"";6.4;"Comedy";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3NjczMTU1OF5BMl5BanBnXkFtZTcwOTAzNTQyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
113158;"http://www.imdb.com/title/tt113158";"Georgia (1995)";"";6.5;"Drama|Music";"https://images-na.ssl-images-amazon.com/images/M/MV5BZWJiNjMwYzMtZWU5Yi00NGI0LTg5NGYtZDY4MWRiYjEwYTYzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg"
113161;"http://www.imdb.com/title/tt113161";"Get Shorty (1995)";"";6.9;"Comedy|Crime|Thriller";"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwODYzNDY4Ml5BMl5BanBnXkFtZTcwODkwNTgzNA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
113189;"http://www.imdb.com/title/tt113189";"GoldenEye (1995)";"";7.2;"Action|Adventure|Thriller";"https://images-na.ssl-images-amazon.com/images/M/MV5BMzk2OTg4MTk1NF5BMl5BanBnXkFtZTcwNjExNTgzNA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
113198;"http://www.imdb.com/title/tt113198";"A Goofy Movie (1995)";"";6.8;"Animation|Adventure|Comedy";"https://images-na.ssl-images-amazon.com/images/M/MV5BZDczYjU4MDMtY2RjMy00Y2UyLWE2MmMtZjliYWUwNzQ3YjExXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
113199;"http://www.imdb.com/title/tt113199";"Gordy (1995)";"";3.9;"Comedy|Drama|Family";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3MDg1ODU4MF5BMl5BanBnXkFtZTcwNjQwMzkxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
113200;"http://www.imdb.com/title/tt113200";"Gospa (1995)";"";5.1;"Drama";"https://images-na.ssl-images-amazon.com/images/M/MV5BOTdkOGMzN2EtM2JkYi00YTNjLTlhNjAtYjVkZWRjYWVmNjI5XkEyXkFqcGdeQXVyNjU4NzAyNjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
113228;"http://www.imdb.com/title/tt113228";"Grumpier Old Men (1995)";"";6.6;"Comedy|Romance";"https://images-na.ssl-images-amazon.com/images/M/MV5BMjQxM2YyNjMtZjUxYy00OGYyLTg0MmQtNGE2YzNjYmUyZTY1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
113234;"http://www.imdb.com/title/tt113234";"Gumby: The Movie (1995)";"";6.2;"Animation|Action|Adventure";"https://images-na.ssl-images-amazon.com/images/M/MV5BNjU0ODM1MjExOF5BMl5BanBnXkFtZTcwNDY0ODcyMg@@._V1_UY268_CR3,0,182,268_AL_.jpg"
113243;"http://www.imdb.com/title/tt113243";"Hackers (1995)";"";6.2;"Comedy|Crime|Drama";"https://images-na.ssl-images-amazon.com/images/M/MV5BODg0NjQ5ODQ3OF5BMl5BanBnXkFtZTcwNjU4MjkzNA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
113277;"http://www.imdb.com/title/tt113277";"Heat (1995)";"";8.2;"Action|Crime|Drama";"https://images-na.ssl-images-amazon.com/images/M/MV5BNGMwNzUwNjYtZWM5NS00YzMyLWI4NjAtNjM0ZDBiMzE1YWExXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
113303;"http://www.imdb.com/title/tt113303";"Hideaway (1995)";"";5.3;"Fantasy|Horror|Thriller";"https://images-na.ssl-images-amazon.com/images/M/MV5BMmM1OTU2MDQtZWVjMi00NmY4LWI1ZDYtZTg0ODE5YTUxNDA1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
113321;"http://www.imdb.com/title/tt113321";"Home for the Holidays (1995)";"";6.6;"Comedy|Drama|Romance";"https://images-na.ssl-images-amazon.com/images/M/MV5BMjExMTMyNzU4MV5BMl5BanBnXkFtZTcwMzIwMDkxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
113347;"http://www.imdb.com/title/tt113347";"How to Make an American Quilt (1995)";"";6.2;"Comedy|Drama|Romance";"https://images-na.ssl-images-amazon.com/images/M/MV5BNzY3NTQ0NTM0NV5BMl5BanBnXkFtZTcwODkwMzgxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
113360;"http://www.imdb.com/title/tt113360";"The Hunted (1995)";"";5.9;"Action|Drama|Thriller";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4MjA5Nzg1M15BMl5BanBnXkFtZTcwOTU5ODEyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
113419;"http://www.imdb.com/title/tt113419";"The Indian in the Cupboard (1995)";"";5.9;"Drama|Family|Fantasy";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0NjQ5NzQxMl5BMl5BanBnXkFtZTcwMDc5NjUyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
113442;"http://www.imdb.com/title/tt113442";"It Takes Two (1995)";"";5.7;"Comedy|Family|Romance";"https://images-na.ssl-images-amazon.com/images/M/MV5BMzdhMGU0MzEtZjg1Ny00YzE5LWE0MGQtMTNiN2UwN2I5ZDBjXkEyXkFqcGdeQXVyNTgzMzU5MDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
113451;"http://www.imdb.com/title/tt113451";"Jade (1995)";"";5.2;"Crime|Drama|Thriller";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1NzI3MTQ2Nl5BMl5BanBnXkFtZTYwNzM5NDQ5._V1_UY268_CR4,0,182,268_AL_.jpg"
113463;"http://www.imdb.com/title/tt113463";"Jefferson in Paris (1995)";"";5.7;"Biography|Drama|History";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1MjA3MDQ3Nl5BMl5BanBnXkFtZTcwNTkyNTUyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
113464;"http://www.imdb.com/title/tt113464";"Jeffrey (1995)";"";6.7;"Comedy|Drama";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4MjM1Njc3NF5BMl5BanBnXkFtZTcwNzI0OTgyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
113481;"http://www.imdb.com/title/tt113481";"Johnny Mnemonic (1995)";"";5.6;"Action|Crime|Sci-Fi";"https://images-na.ssl-images-amazon.com/images/M/MV5BNTdhYjEzYTEtYTkwZC00NzgxLWI0ZWEtYmEyMGZhOWYwMjE2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
113492;"http://www.imdb.com/title/tt113492";"Judge Dredd (1995)";"";5.5;"Action|Crime|Sci-Fi";"https://images-na.ssl-images-amazon.com/images/M/MV5BYmM1NzUyY2YtOTU4My00ZmFmLWI4ZjYtYzJlM2JlOTBhZmIzXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
113497;"http://www.imdb.com/title/tt113497";"Jumanji (1995)";"";6.9;"Action|Adventure|Family";"https://images-na.ssl-images-amazon.com/images/M/MV5BZTk2ZmUwYmEtNTcwZS00YmMyLWFkYjMtNTRmZDA3YWExMjc2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
113500;"http://www.imdb.com/title/tt113500";"Jury Duty (1995)";"";4.1;"Comedy";"https://images-na.ssl-images-amazon.com/images/M/MV5BN2RlNGM4NjEtNjUxZC00YjA2LThjYjQtMDdkNDA1YzNlNzJjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
113501;"http://www.imdb.com/title/tt113501";"Just Cause (1995)";"";6.4;"Action|Crime|Drama";"https://images-na.ssl-images-amazon.com/images/M/MV5BMzNlNzEyMDEtMjM0Yi00YjNiLWI4YmItNjFjZWQ2MWUxMTZiXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
113538;"http://www.imdb.com/title/tt113538";"A Kid in King Arthur's Court (1995)";"";4.8;"Adventure|Comedy|Family";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyODY0Nzk2NF5BMl5BanBnXkFtZTcwNjQwMTMyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
113540;"http://www.imdb.com/title/tt113540";"Kids (1995)";"";7.0;"Drama";"https://images-na.ssl-images-amazon.com/images/M/MV5BNTNmN2QyNTgtMTk0ZC00NmFhLWJlNzctZmMyYTczZTYyMzA1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
113541;"http://www.imdb.com/title/tt113541";"Kids of the Round Table (1995)";"";5.0;"Adventure|Comedy|Family";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTEwMTM0MzI3OTheQTJeQWpwZ15BbWU3MDQzNTQ2MTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
113552;"http://www.imdb.com/title/tt113552";"Kiss of Death (1995)";"";5.9;"Action|Crime|Thriller";"https://images-na.ssl-images-amazon.com/images/M/MV5BOTY2MTMyMjM0OV5BMl5BanBnXkFtZTcwNzQ0OTUyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
113627;"http://www.imdb.com/title/tt113627";"Leaving Las Vegas (1995)";"";7.6;"Drama|Romance";"https://images-na.ssl-images-amazon.com/images/M/MV5BNDg3MDM5NTI0MF5BMl5BanBnXkFtZTcwNDY0NDk0NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
113670;"http://www.imdb.com/title/tt113670";"A Little Princess (1995)";"";7.7;"Drama|Family|Fantasy";"https://images-na.ssl-images-amazon.com/images/M/MV5BZDQzMGE5ODYtZDdiNC00MzZjLTg2NjAtZTk0ODlkYmY4MTQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
113677;"http://www.imdb.com/title/tt113677";"Living in Oblivion (1995)";"";7.6;"Comedy|Drama";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3NjAwMDc3MV5BMl5BanBnXkFtZTcwNDg2NTgxMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
113690;"http://www.imdb.com/title/tt113690";"Lord of Illusions (1995)";"";6.0;"Horror|Mystery|Thriller";"https://images-na.ssl-images-amazon.com/images/M/MV5BNDg1OTc0MDQwNl5BMl5BanBnXkFtZTcwMjQ3NDk0NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
113691;"http://www.imdb.com/title/tt113691";"Losing Isaiah (1995)";"";6.4;"Drama";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4NjM0MTExMl5BMl5BanBnXkFtZTcwNjY4MjEyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
113729;"http://www.imdb.com/title/tt113729";"Mad Love (1995)";"";5.3;"Drama|Romance";"https://images-na.ssl-images-amazon.com/images/M/MV5BNDE0NTQ1NjQzM15BMl5BanBnXkFtZTYwNDI4MDU5._V1_UY268_CR4,0,182,268_AL_.jpg"
113749;"http://www.imdb.com/title/tt113749";"Mallrats (1995)";"";7.2;"Comedy|Romance";"https://images-na.ssl-images-amazon.com/images/M/MV5BYTNjYTA4OGItZGZmMy00ODkzLTk3ZDgtNDdhODk1YjBiMWI4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
113756;"http://www.imdb.com/title/tt113756";"Man of the Year (1995)";"";6.1;"Comedy|Romance";"https://images-na.ssl-images-amazon.com/images/M/MV5BMjY3MjczMjQwMV5BMl5BanBnXkFtZTcwNDM3OTEzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
113819;"http://www.imdb.com/title/tt113819";"Mighty Aphrodite (1995)";"";7.1;"Comedy|Fantasy|Romance";"https://images-na.ssl-images-amazon.com/images/M/MV5BMGM1NzM2ZjktNDM5ZS00YmExLTk5ZmYtNDdkNjdkNTdhZWZkXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
113820;"http://www.imdb.com/title/tt113820";"Mighty Morphin Power Rangers: The Movie (1995)";"";5.1;"Action|Adventure|Family";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3NDc4MjU2NV5BMl5BanBnXkFtZTcwNzY4NjUyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
113845;"http://www.imdb.com/title/tt113845";"Money Train (1995)";"";5.6;"Action|Comedy|Crime";"https://images-na.ssl-images-amazon.com/images/M/MV5BNDEwNzcyNjkzNl5BMl5BanBnXkFtZTcwNzQyMzYxMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
113851;"http://www.imdb.com/title/tt113851";"Moonlight and Valentino (1995)";"";5.8;"Comedy|Drama|Romance";"https://images-na.ssl-images-amazon.com/images/M/MV5BYjBhZDFhYWMtYTA0MS00NTZkLWI2YTAtMGJmZmVlNmE3YmE1XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
113855;"http://www.imdb.com/title/tt113855";"Mortal Kombat (1995)";"";5.8;"Action|Adventure|Fantasy";"https://images-na.ssl-images-amazon.com/images/M/MV5BNzJhYjYxMTctNmY4My00NGIzLThmN2MtYjgwMjlmZWNjMTJlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
113862;"http://www.imdb.com/title/tt113862";"Mr. Holland's Opus (1995)";"";7.3;"Drama|Music";"https://images-na.ssl-images-amazon.com/images/M/MV5BZDZhNDRlZjAtYzdhNy00ZjU1LWFlMDYtNjA5NjliM2Y5ZmVjL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
113952;"http://www.imdb.com/title/tt113952";"The Neon Bible (1995)";"";6.2;"Drama";"https://images-na.ssl-images-amazon.com/images/M/MV5BNzg1MzgyMDUyNl5BMl5BanBnXkFtZTcwNTk5MjcyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
113957;"http://www.imdb.com/title/tt113957";"The Net (1995)";"";5.9;"Action|Crime|Drama";"https://images-na.ssl-images-amazon.com/images/M/MV5BYWU1YjQ3NTUtZjZkZi00ZDc5LTgyZTgtNzkxMTIzNzUwZGY0XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
113986;"http://www.imdb.com/title/tt113986";"Nine Months (1995)";"";5.4;"Comedy|Romance";"https://images-na.ssl-images-amazon.com/images/M/MV5BY2U3YTQzYWYtZTBlYi00ZmJjLTkzMjAtOTljYmE5MThhNzk5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
113987;"http://www.imdb.com/title/tt113987";"Nixon (1995)";"";7.1;"Biography|Drama|History";"https://images-na.ssl-images-amazon.com/images/M/MV5BNzBlOWY0ZmEtZjdkYS00ZGU0LWEwN2YtYzBkNDM5ZDBjMmI1XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg"
114011;"http://www.imdb.com/title/tt114011";"Now and Then (1995)";"";6.8;"Comedy|Drama|Romance";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2MDQ1YjUtMGM0NC00NmFlLTljMDktZjJiNWRhMWYxOWYyXkEyXkFqcGdeQXVyNjgzMjI4ODE@._V1_UX182_CR0,0,182,268_AL_.jpg"
114015;"http://www.imdb.com/title/tt114015";"Nueba Yol (1995)";"";7.1;"Comedy|Drama";"https://images-na.ssl-images-amazon.com/images/M/MV5BZGQ1Yjc3MjItNDdmNi00YzQ5LWIwMzQtMzkwNTdkNDg2MmQ0XkEyXkFqcGdeQXVyODU4MjAxOQ@@._V1_UY268_CR0,0,182,268_AL_.jpg"
114057;"http://www.imdb.com/title/tt114057";"Othello (1995)";"";6.9;"Drama|Romance";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxMzA2ODk2NV5BMl5BanBnXkFtZTcwMzQ4ODIyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
114095;"http://www.imdb.com/title/tt114095";"Party Girl (1995)";"";6.6;"Comedy";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0MTE0NTQxMV5BMl5BanBnXkFtZTcwMDQ2NjkyMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg"
114117;"http://www.imdb.com/title/tt114117";"Persuasion";"";7.7;"Drama";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5NzAwNDAyN15BMl5BanBnXkFtZTYwMjYzMDc5._V1_UY268_CR1,0,182,268_AL_.jpg"
114148;"http://www.imdb.com/title/tt114148";"Pocahontas (1995)";"";6.7;"Animation|Adventure|Drama";"https://images-na.ssl-images-amazon.com/images/M/MV5BMzc4YzhiN2ItY2Y4NC00YTA0LWEyMjEtNzllNTcxZDdjODhiXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg"
114168;"http://www.imdb.com/title/tt114168";"Powder (1995)";"";6.5;"Drama|Fantasy|Mystery";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2NDczNjYwMV5BMl5BanBnXkFtZTYwNTI3Mjc4._V1_UX182_CR0,0,182,268_AL_.jpg"
114194;"http://www.imdb.com/title/tt114194";"The Prophecy (1995)";"";6.6;"Action|Crime|Drama";"https://images-na.ssl-images-amazon.com/images/M/MV5BZjM4N2I0ZjYtMTFmNC00ZGQ0LWIzNmMtZDZjNzIwOGM1NzA0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
114241;"http://www.imdb.com/title/tt114241";"Reckless (1995)";"";5.1;"Comedy|Drama|Fantasy";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4ODEzNDktM2U1ZC00MjhiLWEyMTgtNmI2NGM0ZWE3MTE2XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_UY268_CR0,0,182,268_AL_.jpg"
114272;"http://www.imdb.com/title/tt114272";"Restoration (1995)";"";6.7;"Biography|Drama|History";"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5ODY5MTU5OF5BMl5BanBnXkFtZTYwNjcwNTY5._V1_UY268_CR1,0,182,268_AL_.jpg"
114279;"http://www.imdb.com/title/tt114279";"Richard III (1995)";"";7.5;"Drama|War";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3MzMwMzIxMF5BMl5BanBnXkFtZTYwNTM0Nzc5._V1_UY268_CR2,0,182,268_AL_.jpg"
114287;"http://www.imdb.com/title/tt114287";"Rob Roy (1995)";"";6.9;"Adventure|Biography|History";"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2NTU2ODI0MV5BMl5BanBnXkFtZTcwNTIwODU2NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
114319;"http://www.imdb.com/title/tt114319";"Sabrina (1995)";"";6.3;"Comedy|Drama";"https://images-na.ssl-images-amazon.com/images/M/MV5BMTA3OTQ2NTk2ODNeQTJeQWpwZ15BbWU4MDQ3NTM4MDMx._V1_UX182_CR0,0,182,268_AL_.jpg"
114323;"http://www.imdb.com/title/tt114323";"Safe (1995)";"";7.2;"Drama";"https://images-na.ssl-images-amazon.com/images/M/MV5BODliOWEzMTUtZDQ5ZS00ZTBmLTgzNzEtMGVkOTlhYWNkYjE2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
